Catalogue ID,Encounter number,Group code,Date day,Date month,Season,Month numberical,Date year,Full Date,Day,Week ,Bite Confirmed,Fresh bite,Sides of body seen,body,Location,Fresh bites head,Fresh bites mid-lateral,Fresh bites dorsal fin,Fresh bites peduncle,Total fresh bites,Healing head,Healing mid-lateral,Healing dorsal fin,Healing peduncle,Total healing bites,Scarred head,Scarred mid-lateral,Scarred dorsal fin,Scarred peduncle,Total Scarred bites,surface water temp,Social cluster
HIGm0054,AK #1,5,9,May,Spring,5,2003,09/05/2003,129,19,Yes,0,Right,30,lateral,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,26.57964394,H19
HIGm0057,AK #1,5,9,May,Spring,5,2003,09/05/2003,129,19,No,0,Left,40,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.57964394,H19
HIGm0069,WH #3,7,10,May,Spring,5,2003,10/05/2003,130,19,Yes,0,Right,20,lateral,0,0,0,0,0,0,1,0,0,1,0,2,0,0,2,25.93590629,H19
HIGm0072,WH #3,7,10,May,Spring,5,2003,10/05/2003,130,19,Yes,0,Right,20,peduncle,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,25.93590629,H19
HIGm0066,WH #3,7,10,May,Spring,5,2003,10/05/2003,130,19,No,0,Right,20,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.93590629,H19
HIGm0070,WH #3,7,10,May,Spring,5,2003,10/05/2003,130,19,Yes,0,Right,20,peduncle,0,0,0,0,0,0,0,0,0,0,0,5,0,5,10,25.93590629,H19
HIGm0071,WH #3,7,10,May,Spring,5,2003,10/05/2003,130,19,No,0,Left,20,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.93590629,H19
HIGm0073,WH #3,7,10,May,Spring,5,2003,10/05/2003,130,19,No,0,Left,20,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.93590629,H19
HIGm0074,WH #3,7,10,May,Spring,5,2003,10/05/2003,130,19,No,0,Left,20,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.93590629,H19
HIGm0075,WH #3,7,10,May,Spring,5,2003,10/05/2003,130,19,No,0,Left,10,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.93590629,H19
HIGm0157,WW #1,20,11,October,Summer,10,2003,11/10/2003,284,41,No,0,Left,20,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.79028706,H20
HIGm0160,WW #1,20,11,October,Summer,10,2003,11/10/2003,284,41,Yes,0,Right,20,lateral,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,26.79028706,H20
HIGm0163,WW #1,20,11,October,Summer,10,2003,11/10/2003,284,41,No,0,Both,20,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.79028706,H20
HIGm0212,WW #1,20,11,October,Summer,10,2003,11/10/2003,284,41,No,0,Right,10,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.79028706,H20
HIGm0151,WW #1,20,11,October,Summer,10,2003,11/10/2003,284,41,No,0,Left,10,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.79028706,H22
HIGm0152,WW #1,20,11,October,Summer,10,2003,11/10/2003,284,41,No,0,Right,30,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.79028706,H22
HIGm0153,WW #1,20,11,October,Summer,10,2003,11/10/2003,284,41,No,0,Right,30,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.79028706,H22
HIGm0154,WW #1,20,11,October,Summer,10,2003,11/10/2003,284,41,No,0,Right,30,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.79028706,H22
HIGm0155,WW #1,20,11,October,Summer,10,2003,11/10/2003,284,41,No,0,Left,30,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.79028706,H22
HIGm0156,WW #1,20,11,October,Summer,10,2003,11/10/2003,284,41,No,0,Left,20,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.79028706,H22
HIGm0161,WW #1,20,11,October,Summer,10,2003,11/10/2003,284,41,Yes,0,Right,20,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.79028706,H22
HIGm0298,WW #1,20,11,October,Summer,10,2003,11/10/2003,284,41,No,0,Right,10,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.79028706,H22
HIGm0380,WW #1,20,11,October,Summer,10,2003,11/10/2003,284,41,No,0,Right,20,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.79028706,H22
HIGm0198,DJM,27,14,September,Summer,9,2004,14/09/2004,258,38,Yes,0,Both,40,head,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,27.2793295,H26
HIGm0230,DJM,27,14,September,Summer,9,2004,14/09/2004,258,38,No,0,Right,10,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.2793295,H11
HIGm0232,DJM,27,14,September,Summer,9,2004,14/09/2004,258,38,Yes,0,Both,20,peduncle,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,27.2793295,H11
HIGm0400,DJM,27,14,September,Summer,9,2004,14/09/2004,258,38,Yes,0,Both,20,head,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,27.2793295,H11
HIGm0199,DJM,27,14,September,Summer,9,2004,14/09/2004,258,38,Yes,0,Both,30,peduncle,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,27.2793295,H26
HIGm0334,DJM Enc 1,29,16,September,Summer,9,2004,16/09/2004,260,38,Yes,0,Both,20,peduncle,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,27.2793295,H20
HIGm0335,DJM Enc 1,29,16,September,Summer,9,2004,16/09/2004,260,38,Yes,0,Both,20,dorsal,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,27.2793295,H20
HIGm0336,DJM Enc 1,29,16,September,Summer,9,2004,16/09/2004,260,38,No,0,Right,10,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.2793295,H20
HIGm0340,DJM Enc 1,29,16,September,Summer,9,2004,16/09/2004,260,38,No,0,Both,20,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.2793295,H20
HIGm0341,DJM Enc 1,29,16,September,Summer,9,2004,16/09/2004,260,38,No,0,Both,10,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.2793295,H20
HIGm0334,Enc 3,32,18,September,Summer,9,2004,18/09/2004,262,38,Yes,0,Both,20,lateral,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,27.2793295,H20
HIGm0335,Enc 3,32,18,September,Summer,9,2004,18/09/2004,262,38,Yes,0,Both,20,lateral,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,27.2793295,H20
HIGm0336,Enc 3,32,18,September,Summer,9,2004,18/09/2004,262,38,Yes,0,Left,10,dorsal,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,27.2793295,H20
HIGm0337,Enc 3,32,18,September,Summer,9,2004,18/09/2004,262,38,No,0,Right,10,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.2793295,H20
HIGm0338,Enc 3,32,18,September,Summer,9,2004,18/09/2004,262,38,No,0,Right,20,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.2793295,H20
HIGm0339,Enc 3,32,18,September,Summer,9,2004,18/09/2004,262,38,Yes,0,Right,10,lateral,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,27.2793295,H20
HIGm0340,Enc 3,32,18,September,Summer,9,2004,18/09/2004,262,38,Yes,0,Both,10,lateral,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,27.2793295,H20
HIGm0341,Enc 3,32,18,September,Summer,9,2004,18/09/2004,262,38,No,0,Left,20,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.2793295,H20
HIGm0215,DJM,38,21,September,Summer,9,2004,21/09/2004,265,39,No,0,Left,30,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.31724141,H11
HIGm0218,DJM,38,21,September,Summer,9,2004,21/09/2004,265,39,No,0,Both,10,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.31724141,H11
HIGm0219,DJM,38,21,September,Summer,9,2004,21/09/2004,265,39,Yes,0,Both,30,lateral,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,27.31724141,H11
HIGm0220,DJM,38,21,September,Summer,9,2004,21/09/2004,265,39,No,0,Left,30,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.31724141,H11
HIGm0221,DJM,38,21,September,Summer,9,2004,21/09/2004,265,39,Yes,0,Both,30,head,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,27.31724141,H11
HIGm0222,DJM,38,21,September,Summer,9,2004,21/09/2004,265,39,No,0,Both,30,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.31724141,H11
HIGm0223,DJM,38,21,September,Summer,9,2004,21/09/2004,265,39,No,0,Right,30,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.31724141,H11
HIGm0224,DJM,38,21,September,Summer,9,2004,21/09/2004,265,39,Yes,0,Both,20,lateral,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,27.31724141,H11
HIGm0225,DJM,38,21,September,Summer,9,2004,21/09/2004,265,39,Yes,0,Both,20,peduncle,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,27.31724141,H11
HIGm0226,DJM,38,21,September,Summer,9,2004,21/09/2004,265,39,No,0,Both,30,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.31724141,H11
HIGm0227,DJM,38,21,September,Summer,9,2004,21/09/2004,265,39,Yes,0,Both,30,lateral,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,27.31724141,H11
HIGm0230,DJM,38,21,September,Summer,9,2004,21/09/2004,265,39,Yes,0,Both,30,lateral,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,27.31724141,H11
HIGm0231,DJM,38,21,September,Summer,9,2004,21/09/2004,265,39,Yes,0,Left,20,head,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,27.31724141,H11
HIGm0232,DJM,38,21,September,Summer,9,2004,21/09/2004,265,39,Yes,0,Left,20,peduncle,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,27.31724141,H11
HIGm0392,DJM,38,21,September,Summer,9,2004,21/09/2004,265,39,Yes,0,Both,30,peduncle,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,27.31724141,H11
HIGm0394,DJM,38,21,September,Summer,9,2004,21/09/2004,265,39,No,0,Right,10,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.31724141,H11
HIGm0396,DJM,38,21,September,Summer,9,2004,21/09/2004,265,39,No,0,Left,10,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.31724141,H11
HIGm0397,DJM,38,21,September,Summer,9,2004,21/09/2004,265,39,Yes,0,Right,10,lateral,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,27.31724141,H11
HIGm0398,DJM,38,21,September,Summer,9,2004,21/09/2004,265,39,No,0,Left,10,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.31724141,H11
HIGm0399,DJM,38,21,September,Summer,9,2004,21/09/2004,265,39,No,0,Both,20,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.31724141,H11
HIGm0400,DJM,38,21,September,Summer,9,2004,21/09/2004,265,39,No,0,Left,20,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.31724141,H11
HIGm0402,DJM,38,21,September,Summer,9,2004,21/09/2004,265,39,Yes,0,Both,30,lateral,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,27.31724141,H11
HIGm0342,DJM,39,25,September,Summer,9,2004,25/09/2004,269,39,No,0,Right,30,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.31724141,H2
HIGm0343,DJM,39,25,September,Summer,9,2004,25/09/2004,269,39,No,0,Right,10,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.31724141,H2
HIGm0344,DJM,39,25,September,Summer,9,2004,25/09/2004,269,39,Yes,0,Right,30,lateral,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,27.31724141,H2
HIGm0384,DJM,39,25,September,Summer,9,2004,25/09/2004,269,39,No,0,Left,10,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.31724141,H2
HIGm0386,DJM,39,25,September,Summer,9,2004,25/09/2004,269,39,Yes,0,Both,10,lateral,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,27.31724141,H2
HIGm0387,DJM,39,25,September,Summer,9,2004,25/09/2004,269,39,No,0,Both,10,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.31724141,H2
HIGm0388,DJM,39,25,September,Summer,9,2004,25/09/2004,269,39,No,0,Both,10,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.31724141,H2
HIGm0435,DJM,39,25,September,Summer,9,2004,25/09/2004,269,39,Yes,0,Left,10,lateral,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,27.31724141,H2
HIGm0223,Enc 6,42,27,September,Summer,9,2004,27/09/2004,271,40,Yes,0,Both,20,lateral,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,27.28337005,H11
HIGm0225,Enc 6,42,27,September,Summer,9,2004,27/09/2004,271,40,Yes,0,Left,40,peduncle,0,0,0,0,0,0,0,0,1,1,0,0,0,2,2,27.28337005,H11
HIGm0232,Enc 6,42,27,September,Summer,9,2004,27/09/2004,271,40,Yes,0,Both,30,peduncle,0,0,0,0,0,0,0,0,1,1,0,2,0,1,3,27.28337005,H11
HIGm0233,Enc 6,42,27,September,Summer,9,2004,27/09/2004,271,40,Yes,0,Left,30,head,0,0,0,0,0,1,0,0,0,1,0,1,1,0,2,27.28337005,H11
HIGm0373,Enc 3,41,27,September,Summer,9,2004,27/09/2004,271,40,No,0,Right,10,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.28337005,H20
HIGm0151,Enc 3,41,27,September,Summer,9,2004,27/09/2004,271,40,Yes,0,Both,30,head,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,27.28337005,H22
HIGm0152,Enc 3,41,27,September,Summer,9,2004,27/09/2004,271,40,Yes,0,Right,10,lateral,0,0,0,0,0,0,0,0,0,0,0,2,3,5,10,27.28337005,H22
HIGm0153,Enc 3,41,27,September,Summer,9,2004,27/09/2004,271,40,Yes,0,Right,30,lateral,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,27.28337005,H22
HIGm0154,Enc 3,41,27,September,Summer,9,2004,27/09/2004,271,40,No,0,Right,20,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.28337005,H22
HIGm0155,Enc 3,41,27,September,Summer,9,2004,27/09/2004,271,40,Yes,0,Right,10,peduncle,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,27.28337005,H22
HIGm0156,Enc 3,41,27,September,Summer,9,2004,27/09/2004,271,40,No,0,Right,10,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.28337005,H22
HIGm0161,Enc 3,41,27,September,Summer,9,2004,27/09/2004,271,40,Yes,0,Right,20,peduncle,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,27.28337005,H22
HIGm0162,Enc 3,41,27,September,Summer,9,2004,27/09/2004,271,40,Yes,0,Right,10,dorsal,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,27.28337005,H22
HIGm0166,Enc 3,41,27,September,Summer,9,2004,27/09/2004,271,40,No,0,Right,20,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.28337005,H22
HIGm0169,Enc 3,41,27,September,Summer,9,2004,27/09/2004,271,40,Yes,0,Right,30,lateral,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,27.28337005,H22
HIGm0290,Enc 3,41,27,September,Summer,9,2004,27/09/2004,271,40,No,0,Right,20,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.28337005,H22
HIGm0291,Enc 3,41,27,September,Summer,9,2004,27/09/2004,271,40,No,0,Right,20,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.28337005,H22
HIGm0292,Enc 3,41,27,September,Summer,9,2004,27/09/2004,271,40,No,0,Right,20,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.28337005,H22
HIGm0294,Enc 3,41,27,September,Summer,9,2004,27/09/2004,271,40,Yes,0,Right,20,lateral,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,27.28337005,H22
HIGm0295,Enc 3,41,27,September,Summer,9,2004,27/09/2004,271,40,No,0,Right,30,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.28337005,H22
HIGm0296,Enc 3,41,27,September,Summer,9,2004,27/09/2004,271,40,No,0,Right,20,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.28337005,H22
HIGm0297,Enc 3,41,27,September,Summer,9,2004,27/09/2004,271,40,No,0,Right,10,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.28337005,H22
HIGm0302,Enc 3,41,27,September,Summer,9,2004,27/09/2004,271,40,Yes,0,Right,10,lateral,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,27.28337005,H22
HIGm0375,Enc 3,41,27,September,Summer,9,2004,27/09/2004,271,40,Yes,0,Right,30,lateral,0,0,0,0,0,0,0,0,0,0,0,3,1,1,5,27.28337005,H22
HIGm0379,Enc 3,41,27,September,Summer,9,2004,27/09/2004,271,40,Yes,0,Right,20,lateral,0,0,0,0,0,0,0,0,0,0,0,4,2,1,7,27.28337005,H22
HIGm0380,Enc 3,41,27,September,Summer,9,2004,27/09/2004,271,40,Yes,0,Right,40,peduncle,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,27.28337005,H22
HIGm0383,Enc 3,41,27,September,Summer,9,2004,27/09/2004,271,40,No,0,Right,10,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.28337005,H22
HIGm0218,Enc 6,42,27,September,Summer,9,2004,27/09/2004,271,40,No,0,Left,10,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.28337005,H11
HIGm0219,Enc 6,42,27,September,Summer,9,2004,27/09/2004,271,40,No,0,Left,50,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.28337005,H11
HIGm0222,Enc 6,42,27,September,Summer,9,2004,27/09/2004,271,40,No,0,Left,30,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.28337005,H11
HIGm0224,Enc 6,42,27,September,Summer,9,2004,27/09/2004,271,40,No,0,Both,30,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.28337005,H11
HIGm0226,Enc 6,42,27,September,Summer,9,2004,27/09/2004,271,40,No,0,Left,30,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.28337005,H11
HIGm0231,Enc 6,42,27,September,Summer,9,2004,27/09/2004,271,40,Yes,0,Both,20,lateral,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,27.28337005,H11
HIGm0392,Enc 6,42,27,September,Summer,9,2004,27/09/2004,271,40,Yes,0,Both,30,peduncle,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,27.28337005,H11
HIGm0394,Enc 6,42,27,September,Summer,9,2004,27/09/2004,271,40,No,0,Left,50,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.28337005,H11
HIGm0396,Enc 6,42,27,September,Summer,9,2004,27/09/2004,271,40,Yes,0,Both,20,lateral,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,27.28337005,H11
HIGm0397,Enc 6,42,27,September,Summer,9,2004,27/09/2004,271,40,Yes,0,Both,30,lateral,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,27.28337005,H11
HIGm0398,Enc 6,42,27,September,Summer,9,2004,27/09/2004,271,40,No,0,Left,30,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.28337005,H11
HIGm0524,Enc 6,42,27,September,Summer,9,2004,27/09/2004,271,40,No,0,Both,50,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.28337005,H11
HIGm0225,Enc 1,43,30,September,Summer,9,2004,30/09/2004,274,40,Yes,0,Right,20,lateral,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,27.28337005,H11
HIGm0214,Enc 1,43,30,September,Summer,9,2004,30/09/2004,274,40,Yes,0,Left,20,lateral,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,27.28337005,H11
HIGm0227,Enc 1,43,30,September,Summer,9,2004,30/09/2004,274,40,Yes,0,Right,20,lateral,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,27.28337005,H11
HIGm0400,Enc 1,43,30,September,Summer,9,2004,30/09/2004,274,40,Yes,0,Both,40,peduncle,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,27.28337005,H11
HIGm0168,Enc 4,44,30,September,Summer,9,2004,30/09/2004,274,40,Yes,0,Left,40,lateral,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,27.28337005,H20
HIGm0215,Enc 1,43,30,September,Summer,9,2004,30/09/2004,274,40,Yes,0,Both,50,lateral,0,0,0,0,0,0,0,0,0,0,0,2,0,3,5,27.28337005,H11
HIGm0216,Enc 1,43,30,September,Summer,9,2004,30/09/2004,274,40,No,0,Left,30,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.28337005,H11
HIGm0217,Enc 1,43,30,September,Summer,9,2004,30/09/2004,274,40,No,0,Left,40,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.28337005,H11
HIGm0218,Enc 1,43,30,September,Summer,9,2004,30/09/2004,274,40,No,0,Both,20,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.28337005,H11
HIGm0219,Enc 1,43,30,September,Summer,9,2004,30/09/2004,274,40,No,0,Both,30,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.28337005,H11
HIGm0220,Enc 1,43,30,September,Summer,9,2004,30/09/2004,274,40,No,0,Left,30,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.28337005,H11
HIGm0221,Enc 1,43,30,September,Summer,9,2004,30/09/2004,274,40,No,0,Both,50,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.28337005,H11
HIGm0222,Enc 1,43,30,September,Summer,9,2004,30/09/2004,274,40,No,0,Right,20,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.28337005,H11
HIGm0226,Enc 1,43,30,September,Summer,9,2004,30/09/2004,274,40,No,0,Both,30,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.28337005,H11
HIGm0228,Enc 1,43,30,September,Summer,9,2004,30/09/2004,274,40,No,0,Left,10,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.28337005,H11
HIGm0229,Enc 1,43,30,September,Summer,9,2004,30/09/2004,274,40,No,0,Left,30,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.28337005,H11
HIGm0230,Enc 1,43,30,September,Summer,9,2004,30/09/2004,274,40,No,0,Left,30,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.28337005,H11
HIGm0231,Enc 1,43,30,September,Summer,9,2004,30/09/2004,274,40,No,0,Both,40,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.28337005,H11
HIGm0233,Enc 1,43,30,September,Summer,9,2004,30/09/2004,274,40,Yes,0,Left,40,lateral,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,27.28337005,H11
HIGm0399,Enc 1,43,30,September,Summer,9,2004,30/09/2004,274,40,No,0,Both,40,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.28337005,H11
HIGm0402,Enc 1,43,30,September,Summer,9,2004,30/09/2004,274,40,Yes,0,Both,40,dorsal,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,27.28337005,H11
HIGm0157,Enc 4,44,30,September,Summer,9,2004,30/09/2004,274,40,Yes,0,Left,50,lateral,0,0,0,0,0,0,0,0,0,0,0,1,0,4,5,27.28337005,H20
HIGm0160,Enc 4,44,30,September,Summer,9,2004,30/09/2004,274,40,No,0,Left,40,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.28337005,H20
HIGm0373,Enc 4,44,30,September,Summer,9,2004,30/09/2004,274,40,Yes,0,Left,30,lateral,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,27.28337005,H20
HIGm0151,Enc 4,44,30,September,Summer,9,2004,30/09/2004,274,40,No,0,Left,40,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.28337005,H22
HIGm0152,Enc 4,44,30,September,Summer,9,2004,30/09/2004,274,40,No,0,Left,30,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.28337005,H22
HIGm0153,Enc 4,44,30,September,Summer,9,2004,30/09/2004,274,40,No,0,Left,30,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.28337005,H22
HIGm0155,Enc 4,44,30,September,Summer,9,2004,30/09/2004,274,40,Yes,0,Left,40,lateral,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,27.28337005,H22
HIGm0161,Enc 4,44,30,September,Summer,9,2004,30/09/2004,274,40,No,0,Left,40,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.28337005,H22
HIGm0162,Enc 4,44,30,September,Summer,9,2004,30/09/2004,274,40,No,0,Right,40,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.28337005,H22
HIGm0166,Enc 4,44,30,September,Summer,9,2004,30/09/2004,274,40,Yes,0,Left,40,peduncle,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,27.28337005,H22
HIGm0290,Enc 4,44,30,September,Summer,9,2004,30/09/2004,274,40,No,0,Left,30,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.28337005,H22
HIGm0294,Enc 4,44,30,September,Summer,9,2004,30/09/2004,274,40,No,0,Left,40,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.28337005,H22
HIGm0295,Enc 4,44,30,September,Summer,9,2004,30/09/2004,274,40,No,0,Left,20,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.28337005,H22
HIGm0298,Enc 4,44,30,September,Summer,9,2004,30/09/2004,274,40,No,0,Left,30,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.28337005,H22
HIGm0302,Enc 4,44,30,September,Summer,9,2004,30/09/2004,274,40,No,0,Left,20,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.28337005,H22
HIGm0375,Enc 4,44,30,September,Summer,9,2004,30/09/2004,274,40,No,0,Left,30,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.28337005,H22
HIGm0380,Enc 4,44,30,September,Summer,9,2004,30/09/2004,274,40,Yes,0,Left,30,peduncle,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,27.28337005,H22
HIGm0293,DJM,45,9,October,Summer,10,2004,09/10/2004,283,41,Yes,1,Left,50,head,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27.07429718,H22
HIGm0152,DJM,45,9,October,Summer,10,2004,09/10/2004,283,41,Yes,0,Both,30,lateral,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,27.07429718,H22
HIGm0153,DJM,45,9,October,Summer,10,2004,09/10/2004,283,41,No,0,Both,20,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.07429718,H22
HIGm0154,DJM,45,9,October,Summer,10,2004,09/10/2004,283,41,No,0,Right,10,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.07429718,H22
